review,place
"Hello everyone, as we already know that Bhangarh is best known as haunted place in Alwar. Recently I have visited there. It was not good as I have expected. There is nothing good. There is no vehicle to go there. I have to visit there by using my own car. I have visited there with my family. There prices of there hotels are very high. I would not say that there will be any safety. Because there I was alone with my family. There people are less. I would not love this place. There is nothing good for visiting. I would not love this place. I would not recommended this place to anyone. It is not good as I expected. Local sightseeing is also not good so much. It is bad ever place for tour.",Bhangarh
"Hi Folk.! Like too review some deep details about Bhangarh me and my friend visited the one of the most haunted place in India as per ASI. We were studing about this place from past 1 year finally on 14/1/2019 we have visited Bhangarh fort. When you visit the fort in entry you will find the fort is surrounded by the strange large hills on all the sides its naturally very beautiful, more than 500 visitors very day visit here. From the very starting point you need to walk till inside the fort for around 1km, in winter you will find strange coldness inside the fort compare too outside. The entry of the fort is very insane all broken rooms and very different structure with all cracks in it and when slowly you enter inside its totally made in the upward and you need to walk more, its more like an olden era and feel something very strange with the old temple. When you will move inside the fort there are rooms made for the servants of the queen then some dark rooms and with strange feeling of coldness, the local people say they heard people talking inside the in nights and the time you entered there you will feel the same. I will give 5 out of 5 for this thrilling amazing place and must visit whenever you be in Jaipur or near by. I share some of pictures taken inside the fort.",Bhangarh
"BHANGARH is a famous haunted place in Alwar, Rajasthan. Last year on the trip to Alwar with my family I visited this place and truly it is not at all interesting. There are no special medium of transport to BHANGARH . Took your own cars or hire some taxi or bus. We reached there at afternoon. I never had gone through a haunted place so this was even more exciting. You may think to have a guide with you but its better not to have, rather use Internet to know about it more. Basic information about the palace are written in front of the palace. After the main door, there are ruins of market which once might have flourished. There are banyan trees which makes it even more weird. Then comes a board declaring the palace to be a haunted one. Now that Palace had only three floors but once it was having seven floors. But ultimately there was nothing interesting about BHANGARH . It was simply a time waste. You will didn't get a feel of any mystic powers. It is just a ruined palace having stories of love and thrill. If you have dare to spent a night there only then you should go otherwise there are lot many better places in Rajasthan.",Bhangarh
"Bhangarh fort - a haunted fort Hello friends, Last may I go to jaipur with my friends for my exam so after exam we plan to roaming in jaipur , we start our journey from amer fort and then narhgarh both are good but then we hear about bhangarh fort. , so we plan to go there we book a taxi from ola cab and ola show 1700 rupee to jaipur to bhangarh and bhangarh to jaipur. And after 2 hour we reach there., Becasue we hear about that fort is a accursed and haunted, so before entry in this fort we thinking many story in our mind but after enter in fort we see a beautiful fort and a market who is accursed, Then we visit all fort and a temple who placed inside the fort, But there is not a single thing who is fearsome, So we thinking let know about it and we talk to one villagers and ask about his story, Then we understand why bhangarh fort is called as haunted place. Actually friend that fort place in a jungle and in this jungle lived a many wild animals likes lion, leopards, wolf etc and in evening all are come out to pond who situated inside fort for drinking a water, And if any one stay there animals are attack him and kill him, And outside people thinking that all do by a ghost. So that is my story and my review on this fort.",Bhangarh
Hi friends as you know that bhangarh is a haunted place which is in alwar district. Bhangarh is also approved haunted place by government. No permission  for any to stay here in night for security perpose .  because here paranormal activity in night. But in day time many people are come to visit this place and get exprience about haunted place. Bhangarh is not a single place it is  complete  village which is almost destory.  I also visit this place and get surprise exprience . and also I suggest to you that if you are think to visit rajasthan please add this name in your list.,Bhangarh
I went to this place with my best friend and parents on 26th of January this year. At first I was very excited about visiting the place after reading about it on google. My parents did not want to come so they stayed at my relatives house. When I visited the fort I was getting a very weird feeling. It was not a delight to the eyes was just like any other normal fort. However my condition sudenly deteriorated and I vomited after coming out. So my advice is do not make it a planned trip and I would not suggest anyone to go to Bhangarh.,Bhangarh
"Rameshwaram is a decent otherworldly place. It is situated in Tamilnadu. Individuals who go for this rameshwaram for shiva sanctuary. This shiva Sanctuary situated close to ocean shore. Rameshwaram having parcel of authentic foundation. Hindu god Rama alongside his significant other Sita and his sibling Lakshmana, introduced and adored the lingam.Sethu Karai is a place 22 km before the island of Rameswaram from where Rama is accepted to have fabricated a skimming stone scaffold, the Ramsetu connect, that encourage proceeded to Dhanushkodi in Rameswaram till Talaimannar in Sri Lanka. Coasting Stone we can find in Hanuman sanctuary close to Rameshwaram busstand and they have the confirmation of gliding stone and we can extreme those stones too. Presently Tamilnadu Government has presents Sailing likewise for visitor individuals. Rameshwaram is extremely lovely and we can visit once to this recorded place.",Rameshwaram
I went here some months ago with my friends and family and this place dont have much to roam around or go here and there but this place is made to relax.I stayed in The Orchard at Peora Estates and the hotel was amazingly beautiful and with a great view.To enjoy the fullest please don't go in monsoon because there is a lot of rain there and you will not be able to get out of the hotel even for a morning walk due to rain whole day.So you must go in summers for the best enjoyment because the temperature there is very pleasant in summers as compared to winters.Moreover you may go to the temples there because near them there are many places where you can click nice photos.,Mukteshwar
"Rameshwaram is situated in south india in the state of tamil nadu. It is located on pamban island. I visited this place 2 times in just 3 years. Its just 40 kilometers from Mannar island , srilanka.  Rameshwaram is also comnect with railway line with chenmai and madurai. This place is considered to be one of the holiest place to hindus and a part of char dham yatra. It is said that this is tha place were god rama built a bridge across the sea to lanka to rescue his wife sita from ravana. The Rameshwaram temple is located at the centre of the town and is dedicayed to the lord shiva. Rameshwar is the closest point to reach srilanka from india. Lord Rama built a Ram sethu a land connection between india and srilanka. It is said that the seventh avtar of god vishnu, prayed to shiva here for any sins that might have committed during his war against ravana. The temple is one of the 12 jyotirling were shiva is worshipped. The temple has the longest coridor among all the hindu temple in india. There are 22 bathing ghats in the temple. There are many other tourist places to visit nearby. This place get income mainly from tourist and fishing. Rameshwaram is one the best historic place in india to visit again and again. I woul like to visit this place one more time. This place is very much safe and there are no threatning with the people. We can find the good hotel here at nearby temple. Good place to visit.",Rameshwaram
Hi friends this is prasanth I come back to tell about the place rameshwaram friends this place is second grade muncipal city in ramananthpurm district the state is thamil nadu this place is in pamban iland separated from mainland and friends this place is called holiest place in india friends this place is said that the god rama built a bridge from india to lanka for rescue his wife and another temple ramanadhaswamy temple in this temple. The god shiva is there the temple is center of the city in this place somany historical temples are there hanuman temple and rama temple now also the bridge rama sethu is there and some stones are there and those stones are floating on the water everyone must visit this place and see friends I will tell you another thing also the 3 sea's mixing this palce so this is famous place in india I visit my 7th class please see this place and hotel accomidation and security in this palce is very good thanks friends if you have any qurries give me a reply.,Rameshwaram
"We visited this famous and holy island two months back and had a memorable stay there. This place really very beautiful and has many mesmerizing factors which will attract any traveller. I was totally mesmerized by the beauty and calmness of this island. Even though this island is surrounded by the Bay of Bengal and the Indian Ocean, the ocean currents are very less and the waves are very mild. Daily hundreds of pilgrims dip in this ocean water as if they are dipping in a river because of its low tide and waves. The view of the wide stretch Pamban bridge will surely amaze everyone. The Ramanatha Swamy temple is a very holy and famous temple as it is one of Jotir Lingas of Lord Shiva. Many pilgrims from all over India visit this temple and bathe themselves at the holy teerthas. These Theerthas are very unique to this temple. Apart from this there are many other temples such as the Ramar Padam, Seeta padam, etc. We may even go to Dhanuskodi to visit this lost town and the remainings including a temple, an old church, etc. More than all this what attracted me the most was the house cum museum of our ex president Dr APJ Abdul Kalam. His old  house has been replaced by a new building built by him and one of its floor is converted into a museum. We shall get to see the Padma Awards and Bharat Ratna won by him. This museum also has the different medals and prizes won by him from different universities across the world and also gifted by dignitaries of different countries. This will surely amaze any visitor and makes us understand how intellectually sound he was. He has got a huge collection of books which even includes Bhagvat Geeta and the 4 Vedas as well. His diary with his writings and findings, his personal belongings, his dress and all are the other attractions. This museum is treasure zone containing the memories of our Missile Man and his hard work. In Rameshwaram there is also a memorial built on the place where his mortal remains are laid to rest. We should never miss to see this if we happen to visit Rameshwaram.",Rameshwaram
"I visited this place to explore the famous bhangarh fort which is one of the most haunted place in the world as people say. Let me tell you that reaching itself here is a big task , the roads are so bad and narrow that even two bicycles cannot go on together. There are no good and hygenic places where you can have food . Now, finally when we reached bhangarh around 4 in the evening , I thought now some adventure will happen but trust me leave aside something haunted even nothing is there to be seen also. I climbed even to the top where people say that paranormal activites happen and so called Tantrik ki chattri but this was the biggest mistake I did because even there was nothing to be seen . So , I highly recommend not to visit these place as nothing adventorous is there .",Bhangarh
"Hi friends. Now I'm going to sharing my own peaceful experience about Rameswaram.The rameswaram is one of the famous and temple town of tamilnadu.The climate and places are accessible to the the all the peoples.We gone to last 2months before in the temple town city. There are so many places to visited in rameswaram. First we went to seen the famous temple of Ramanathaswamy temple  it's the best temple of the tamilnadu. Jada thirtham is one of the important places to visit. So many tirtham to take bath is one of the important things.Dhanushkodi temple, pamban bridge, Adam's bridge, ariyaman beach and the five faced hanuman temple. This kind of places are so nice to see and excited places.The hotels facilities are cheap and best. We stayed in one hotel.the hotel name of so different.hotel name is harey Rama harey krishna.The accommodation is just 999rs only.The rooms, foods, hotel staffs are so responsible to the customers.The city climate was so hot with safest places. The safe is better than the other city.All the friends and family members are go and visit to rameswaram city.",Rameshwaram
Rameshwaram is a town and a second grade municipality in the Ramanathpuram district in the south Indian state of Tamil Nada. It is located on pamban Island separated from mainland India by the pamban channel. Ramanathaswamy temple dedicated to the Hindu god Shiva is located at the center of the town and is closely associated with Rama. This temple is an architectural excellent built in the 17th century. The actual temple is believed to have been built by Lord Rama himself. It   is very beautiful place. Five faced Hanuman temple highly reverd by the Hindus the temple of five faced Hanuman is only 2km from the Ramanathaswamy temple. It is believed that Hanuman revealed his five faced from for first time in this place.,Rameshwaram
"Rameshwaram was always in my wishlist as there are many sight seeing places nearyby. Being an Hindu this place would be in everybody's wishlist. It is full of wonders and were all the myths are followed for so many years. People usually do poojas for all their ancestors at this holy place. It is believed that if we immerse ourselves in that holy sea all our diseases will run off and all our bad sins would go off. You will feel a change within yourself. There is a sivan temple which has 21 wells and each well has a holy water.  I went there recently as I am from chennai it is around 560 kms from here. We travelled here from car and felt very tired, it is better to travel via train. There are both good and bad hotels for accomodation which are very near by the holy sea with reasonable prices, few hotels charge you for 12hrs and others for 24hrs. It is also a safety place because there will be so much crowd but it is our duty to take care of our belongings safely.",Rameshwaram
"I have visited this temple  4 years ago. I can tell this island is full of wonders , myths and faiths. It greatly reveals the epics of our hindu culture. It is the place where lord sreerama installed the lord shiva linga. So it is popularly known as rameshwaram. There are many small theerthams near to this place such as ramatheertham, lakshmanatheertham, hanumatheertham etc. Afew kilometres away we can find dhanushkoti where vanara sainyam built varadi to lanka. The sea in rameshwaram doesn't have any waves or tides which amazes the people.one more important thing is the wells. There are 22 wells water which is called as sacred water. Atleast once in a lifetime everyone should visit this holy place.",Rameshwaram
"Dear friends,  I visited this place in 2013. In this connection I would like share my experience about Rameshwaram. Rameshwaram is one of the important Religions center for Hindus. Because here only KASI YATHRA ends.  Here, Rama made Pooja to Lord shiva in ramayan period. after lord Shiva given his blessings to rama. So that this place called as RAMESHWARAM.  It is situated near Madurai. AGNI THEERTHAM  is one of the ocean in rameshwaram. In that ocean you must bath. After that in temple there are 22 well. In all 22 Well water is coming in all the sundays. After that we can reach near the Shiva statue.  PAMBAN RAILWAY BRIDGE is one of the oldest railway bridge in India. it was built in the British period. This Railway Bridge is surrounded by Ocean. When you are going by Train you can enjoy! Plenty of Hotels & accomodation in rameshwaram, from the starting prize of Rs. 500/- only. So a coomon man also stay there. In my observation ssftey is good, but in night time near the sea-shore area is danger.",Rameshwaram
"It is one of 12 shiva Jyotirling. Being lord Shiva devotee, I have visited this temple with family. You have to take bath in sea. After that you have to take bath in 21 well. water taste of each well is totally different. Some water were hot and some cold. After taking bath, change the cloth and then go to queue for Darshan. Temple architecture is made in dravidian style and its corridor is longest in India. In evening, you can visit some local temple also. I have seen floating stone also which were used in Adams bridge. Going and coming back in train via Pamban bridge was wonderful journey.",Rameshwaram
"The spiritual destiny was in my wishlist for years.It was a boring afternoon when I suddenly asked my dad ""Shall we go to Rameshwaram? "".  It was a usual reaction from my dad to the adhoc plans. Unstoppable,  on the spur of the moment,  I looped in my grandma along with my parents. Looked for train tickets from Chennai, Indian railways is yet to be equipped for adhoc tour planners like me:).  We decided to travel by car and set on out journey the same evening by 3. I Stay 150kms down south to Chennai. The two best possible routes are Trichy - Madurai - Rameshwaram or Trichy - Pudhukottai- Karaikudi-Rameshwaram. We chose the Madurai route. Reached Madurai by around 7-30. It was dinner time.I chose to try the small and petty food ships on the roadside. scrutinizing the right place to eat, we travelled on the Madurai -Rameshwaram road for more than half an hour.When my dad lost hope that I could find a better place,  I pointed a small thatched shop where a middle aged couple was making hot Idlis. Enjoyable dinner in a breezy night. Reached Rameshwaram by 11-30 PM.We preferred a place near the temple and travelled towards the temple. The road led to the end of the town. Fortunately,  tamilnadu tourism hotels was located at the very end and just near the temple.A very decent hotel for a medium budget.And more importantly,  this is the best place to have a beach view. My mom came with the load of instructions from my uncles. 1) Visit agnitheertham first - nothing but a dip in the beach situated near Ramanathaswamy temple. 2) Go to temple - Visit all the 21 theerthams. There are 22 wells from where water is drawn and you could drench in the divine waters. It is believed that when Rama and Sita came from Srilanka,  they made Pooja for Lord sivas sand sculpture and had a bath in all the theerthams. There will be agents in the streets who will be taking you to all the theerthams and in return you could pay them money. Else you could just reach out to all the Wells along with the crowd. 3) Once u visit all 22 wells,  it is mandatory to take bath.My suggestion is to go back to your hotel.and refresh and visit the Lord. 4) Once we refreshed, we came to temple for getting Darshan. Temple was not crowded. In half an hour we were back to the hotel. Next comes the interesting part of the journey, Dhanushkodi. I was so curious to visit the place. Hav heard stories about the tsunami and how the whole town was destroyed. It is located 14 kms from Rameshwaram. There are buses from Rameshwaram. We landed up in a place where there was a broken bridge and a few small shops.  From there,  private vehicles are not allowed.we hav to book a jeep or van. We travelled by a van.  An adventurous journey  ,  they will travel along the shore and sometimes in the waters like a hovercraft.  By the time you reach  Dhanushkodi,  you will feel."" Hushhhhhhhhhhhh.I reached. "" When you land you will be in a small island in between two oceans, Bay of Bengal and Indian Ocean.The island has the ruined church, watermark, railway tracks. once where people enjoyed a living there and the Ocean turned against them mercilessly. Definitely it could have been the beautiful place.  Srilanka is just 18 kms from this place.  And when I had a chat with the van driver, he said the place will be fearful in the nights.  The sounds from the ocean will be terrifying and how the sound from one side is different from the other side of the ocean. There are still few families living in the place even though the Govt declared it an unfit place for living. Okay,  now it's time to return. And back toward Rameshwaram and return journey. So long I din open about another exciting thing, Pamban bridge. To reach Rameshwaram we hav to cross this bridge.  Scenic blue ocean with boats dotting along the shores. The speciality about this bridge is the railway track which is made of a steel structure across the ocean which opens up for large ships. It was dusk when sun made a silver lining in the sky. Rameshwaram is majestic. Beaches, temples, Pamban bridge. Ofcourse a place of historic importance. Mention not. Localites were so polite and helpful. It was an unforgettable experience when our car key was not working and it stopped in vibeeshna temple which is located when we travel from Dhanushkodi to Rameshwaram. The autowalas gave a temporary fix and we hav to make duplicate key in Ramnad. We took Karaikudi-trichy route for return journey. Must visit places: Ramanathaswamy temple Dhanushkodi A pause at Pamban bridge APJ Abdul Kalam's memorial which I missed Vibeeshna temple Few places are best suited for photography. Best travel mode: Railways from Chennai or bus from Madurai. Food will be average.  I did not find any regional cuisine native to Rameshwaram. Convenient hotel: Ttdc hotels. Located near temple. Clean and they provide complimentary breakfast too. There are some exotic beaches which I didn't visit. Try to find out and spot one.",Rameshwaram
"I have visited this amazing place with my family in vacations. I think this is the best piece of nature in India, blue ocean, blue cloudy sky. Temple in Rameswaram of Lord Shiva is located here and it is very old and the shivlinga was made by pandavas in ancient time, temple of rameswaram is the best example of architecture, big pillars, wall designs and paintings. Culture of south India is very good. You can eat south Indian food there. Nearby temple there is so many hotels for staying there. Local sight seeing is also very good like Pamban bridge, Dhanuskodi and many other temples. VISIT HERE ONCE WATCHING NATURE PIECE",Rameshwaram
"Hello friends, This is Kumar, I would like to share my bitter experience with a fake Pandit in Rameswaram. We contacted Aswini kumar sarma in Rameswaram for Abdikam, Tilahomam & Nagaprathishta. He charged 35000/ and asked us to come Sri Raghavendra swamy mattam beside nodder Lodge. We paid 35000 but at the end of the programme we found him as a fake Pandit. He is using same Naga stone idol, clothes, 9coconuts and dhanyam. Dhanyam should be used for the naga idol to sleep whole night. That should not be used again. When we went to a hanuman temple to Prathishta Naga idol which was made of stone we shocked to see as he didn't arrange cement work to paste. He just asked me to keep that idol on the floor to complete the Naga Prathishta. We questioned him how could he call this Naga Prathishta without nava danyalu and without pasting with cement. He told that workers unavailable. The truth is after we return back he will take that and reuse for others. If he was a real brahmin, he would not do this type of sinful deeds. The main other thing is just dial also fake when I tried to submit the review that was not posting but next day we found someone kept good review with my name.",Rameshwaram
Hai guys I  here to share about Rameshwaram one of the most holy places in india.Mostly all the people in India will cost to this place once in their life.Mostly the Hindu people cost this place once a year if they have they will cost there often. All of them know about the historical epic of Ramayana.The Lord krishna's one of the avatharam is Rama avatharam.He created the statue of Lord Shiva to worship that place became a big temple now.He crossed through these ocean to kill ravanan and bring with back. There are lots of temples are there to see.when we reach the temple there are many peoples are there to tell about the whole place.Nice views are there to see.The hotels are good to stay.And the foods are also good.Outside the temple there are more hotels we can choose it which we want and comfortable for us. Lots of handmade things are solded by the people living there  nice to see and buy it. When there is festival that time only we can't get any rooms to stay. Other wise it is a good place and we can take the childrens for the vacations.It is a hot place but we can see more new things in there childrens also know about our worships.More beautiful places they can see.They definitely like this place. On the whole it is good holy place we should see.thank u for seeing my review have a good day.,Rameshwaram
"Rameswaram is located in the Ramanadhapuram district which is in the deep south of Tamilnadu. There are so many tourist attractions in and around rameswaram example pamban bridge, dhanushkodi etc,   this place is very famous for its own mythological story called ramayanam as everyone knows. Rameswaram  also known as the  holy land for Hindus, yes I agree but now the holy land is fully polluted with human waste and over crowd. people are coming from all over India but I don't think they are treating this place as holy because they are simply coming and throwing all their used things into the sea and scribbling some rubbish on the walls of the  beautiful temple. The main specialty of this temple is 1000 pillars which is done with a sing rock but people are never cared about the importance and the architect of this beautiful place.  the place is not at all looks like a holy one. please hereafter take some responsibility and try to product our ancient resources. TRANSPORTATION: Government and private buses, trains and flights are available. flights means the nearest airport is in Madurai. you can take your own vehicle also.",Rameshwaram
"Best place I had visit anymore place than this I loved it and I feel like a man in the pamaban bridge. Accessibility like many see related items are been placed over there and good to by those all because fully traditional oriented and many small temples and olden homes are we may see then many hotels are available to stay. Local seeing like best place is that dhanushkodi which was now well developed by those government they put roads to reach that place its awesome to Ride in that road because it was fully covered by sea only this way to travel both the left and right are full of see alone till our end of our eyes watching best no words to share that moment. Hotels are like many we may stay in brindhavan hotel which was good service nice to stay there we had received such complimentry if two water bottles and bath towel, like those needs alone and break fast like some cookies with coffee good to stay there and nice to see the beach. It's fully safety and they were taken such safety measures and if any problems are arise cops may be there in a minutes and our property our own things show be take such more care and all safe manner.",Rameshwaram
Hellonfriends today I will review my experience about my trip to the holy place Rameshwaram. I had went to this place two times. So leats see the whole review.Accessibility: - It was a island and connected through a newly built road bridge and an old railway bridge which was in the list of most dangereous bridges of India. We hsve to take a train from Chennai Egmore and it takes upto a whole night to reach and some other trains from Madurai Tiruchirapali which was very closed station to rameshwaram it take 5 to 6 hours from these stations to reach Rameshwaram.Sightseeing: - It was a holy and traditional city so you would be able to see most of the temples and as it was an island so you can also see the seasheels shops and jewlery shops in the city. Had a very nice view of the ocean. At the end of the island you can see the two different oceans meeting. One is quite and have less water but other have giants waves.Hotels: - Due to it was a tourist place many peoples come here so you can find many hotels and guest houses here. The hotels are overall ok but you hardly find differennt food from Idli and Dosa because there are less hotel serving this and some of them are not at good.Safety: - There is much safety than other cities from thiefs but there is no gurantee of the weather change it changes suddenly and the island has a record of storms and heavy rainfall by which the water pevel rises and the rail lines are blocked because the rail bridge was very old and not a good hight. this was the only drawback of this city.,Rameshwaram
Bhangarh Fort is around 80 Km from the Jaipur Railway station and to go there we have to rent our personal vehichle because no vehicle facility is available for going there.The place is famous for negative things but I do not felt any negative feeling or anything suspicious there.Bhangarh Fort is very dirty and you will find unhygienic and non-social things all over the fort.There is no shop near fort and no security gaurd for inspection and gaurding.Number of tourist visitors is also less.It is situated at the middle of Bhangarh Village and there is only one resort nearby which is not safe and good to stay for family.So you can go at your own vehichle with no safety of life and utilities there as the place is not very lively full of people.,Bhangarh
"Go round the world and have a great time, but then the actual satisfaction is attained only afer you reach home. Baroda- the cultural capital of Gujarat , now known as vadodara-the city of banayan trees, is a place where u feel at home. Not very crowdy and full of tranquility, it is a best place where person can be at ease with nature. the people here are so helpful and kind that no matter from whichever place you come, you will feel at home. worthseeing places includes a museum and a lot of historical monuments. Luxury hotels inclueds taj rasidency, hotel welcome, and express hotel. With a couple of multiplexes and malls you can find a lot of places to hang out. visit baroda atleast once and enjoy life to the fullest with mother nature. but be ware of the time when you visit baroda. during may and june it is very hot during the day time. however, even during summers you can enjoy baroda in the evening time.",Baroda
"Enjoyable as a half day or one day picnic Need to carry some fruits, eatables along if reaching around lunch time but not planned for temple Prasad. Very comfortable to play in the river water including children Sufficient visitors at least on holidays. Neither crowd, nor lonely. Individual boating not available Camel and horse ride available on water front Plan to get out to highways before dark as the area is not much populated. We planned to get ourselves some half day picnic we decided to go to Nareshwar(26 January, Holiday), a place along the river Narmada. Nareshwar is approximately 60 km from Varodara(where I stay) and went by our own vehicle.  The place has a lovely temple. All the temple campus is extremely pleasant to calm down your mind. On the back side of temple(half km of walking) we reach Narmada river. The river span is very huge and the structures on the banks indicate that water level do reach dangerous level for picnic activities. However at least on that day, the river water level was such that we could play in 2-3 feet of water even when we get 25-30 feet from the shore. The water current was light and we soaked ourselves in Narmada for almost an hour. There are camels and horses available for children to enjoy a ride. At 3:30 pm, we decided to have darshan at the temple and leave at such a time that we reach on NH before it gets dark. Temple timings: Closed from 12:00 to 2:30 pm during the day Having food: Facilities at nareshwar are not adequate to have proper meal. If you reach before 1:00 pm it is possible to receive Prasad at the temple. We reached Nareshwar at about 1:30 pm and had some hot served bhajias(gotas, as it is popularly known) at a local restaurant along with some fruits(we carried along) and soft drinks. On the bank of the river there are plenty of makeshift tents installed by the larriwallas selling sugarcane juice, tea, coffee, bhajias, boiled sweet corn etc. as snacks. This provides enough option as a light meal on a picnic. Driving directions: Searching for driving directions on internet it was indicating a route of approx 19 km from Palej, a town on NH8. Our neighbours informed that there is a road straight to Nareshwar not far away after leaving vadodara on NH. Acoordingly we found that road as proper road signs were available. This is approximately 6-8 kms before Karjan, a village on NH. Nareshwar is approximately 23 kms from here. However, the road was not in good condition and we had to drive slowly. On our return journey we took a turn towards Karjan at an inter-connection. Joined the NH at Karjan and headed back to Vadodara. This route adds a few kms but the road was far better.",Baroda
"Baroda Is also known as Vadodara. The main attraction of the city is the Lakshmi Vilas palace situated in the heart of the city. the city is also known as sanskari  nagri. The city got many attraction. palace. kamatibaug. Baroda museum. sur sagar. The baroda is also known for its garba nights, The major venue is United Way. The Golden quadrilateral is also passes from Baroda. and connects big cities like Ahmedabad and Mumbai. The places of interest near the city are. pavagadh hills. champaner fort. ajwa fun world. ajwa garden. Sindhrot dam. etc, The city got some nice and big malls. there are hotels all around the city. The city has the largest university in the gujarat. Maharaja sayajirao university. and also well known in india too. Sanskari nagri. Love baroda",Baroda
"Last weekend, me and my wife visited Champaner which is 1 hour drive from the city of Baroda. Champaner is a World Heritage Monument declared by UNESCO and it lies on the foot hills of Pavagadh mountain. This was my 2nd visit to this historical place that takes you back to the 15th Century and the exquisite carvings on the walls of the forts and masjids will take you back to the era of Mohammed Begda. I was truly captivated by the peace and serenity of the place and watching even local people visit these ancient architectures. Believe me, even if you visit once you wont go a satisfied tourist and will definitely come back for another visit. As for me, I am planning another visit and this time I want to cover the places that I missed out.",Baroda
"Very very good city, clean and blue city.there people are very creativity and disicpline.mind blowing.awesome.i apreciate vadodara city.all the place are very very good.kamati bag.vip road.kala ghoda.all are malls.7ces mal.mandavi.pani gate.awesome place are in vadodara.my best s=city in gujrat my 1stname is vadodara(baroda).blue, clean, and amazing city all are pepople s good and resoponse for more and more.",Baroda
Baroda is a old culcural city of gujrat barod is establis by maharaja sayajirao gaekwad | . Maharaja was build many markets and place in baroda .khanderao market is famous market in baroda . And many othe place in baroda is very beautiful for visiting like sayajibag and musiume . Baroda is very grean and beautiful city.,Baroda
Hi my name is vijay suthar I am from rajasthan and I am visit baroda This is a very beautiful place And peaceful place I am recommend to you to go this place and visit there many and many thing is there to see It is located in Gujarat in india Baroda is a very beautiful place to visit with family and doing picnic there I  am hopefully recommend to you to go to visit this place I am loving it Now at present time it is not good for visiting there because it is heavy rain there and it is not to safe to go there in monsoon. But I say that you should go there in any other season Thanks.,Baroda
Baroda has famou for his cricket there are so many people come from other state and they are come to play Baroda cricket. Baroda has a rungy trophy team. But Baroda was situated in gujarat. Gujarat have his own cricket team. And Baroda has his another cricket. There are so many how had play India. Barøda has a special opportunity to play Indian cricket.,Baroda
"Hello guys today I am going to share a review on rameshwaram. Recently I have visited tamil nadu for a summer vaccation. And I am very much dissapointed to know that their is no such place to visit which makes us to feel like a tourist place. I have visited various spot at rameshwaram and not happy with the environment because it is very dirty and unhygienic. Also, their is a huge problem in conversation with the peoples as language is a barrier. So, I can say that rameshwaram is not a attractive tourist place.",Rameshwaram
"Capital to Gaekwad Kingdom in past years On Vishwamitri river Hon PM was elected as MP from this seat Places to be visited- Combination of Hindu & Jain & shrine, towers over Champaner -15th century fort & ceclared as World Heritage by UNESCO, Sayaji Garden, Sursagar lake, Laxmi Vilas palace, Makarpura palace, Shree Aurobindo Niwas( He was great spiritual saint & personal secretary of Sajajirao IIi of Vadodara State), two museum at Sayaji baug(built in 1894), Tambekar Wada- A four story haveli, Kirti Madir was royal meausoleum, Qutbuddin  Hajira-  a tomb over the grave of Qutbiddin Muhammed  Khan( He  was one of the general of King Akbar),  Nyay Mandir( temple of justice now used as court) Near by places - Chhotaudepur Tribal museum of The Gaekwad, Pawagadh Temple of Mahalaki Maa , Sankheda( place of Woden craft & furniture for Indian traditional create) Distance from Ahmedabad   is 112 KM & from Mumbai  is 420 KM",Baroda
"Vadodara!  A clean city I would say . I was in vadodara for 2 months interning in ONGC . vadodara is huge and beautiful city . Firstly, I would like you speak about locale . They were very hospitable to me and never said no for my help at any time . Tourist attractions are many to name a few sayaji baugh, LVP palace - a magnificent place to visit( but high cost for entry pass), Sursagar lake in heart of city catches every eye of a tourist, many beautiful temples in and around baroda. Mouth watering street food, dairy products are plenty . public transport in my place is only by Auto . They were very much harsh in taking longer routes to new people and minting money from them . There were 2-3 bizarre encounters in regards with this particular issue . This is only thing I was disappointed . Night life is so unique and simple over here . It was a fresh experience . I visited in summer, The climate was too harsh to bear often temparature shoot up to high 40's There are many hostels, PG accomodations available at reasonable prices .  Vadodara is one of safest place to live . my experience show that cost of living is a bit high there . Fruits and vegetable price are quite high compared to my place There are plenty shopping malls, movie complexes, street shoppe areas to hang out & finally the place is full of little kids I enjoyed playing with them in nights . I was several times requested by landlady to visit baroda during Dussehra! Hoping to visit Hard time for Non veg lovers . There  are very much limited places  to content over chicken hunger . Worthy place to vist",Baroda
"The folks of Baroda wish to tell guests that their town could be a ‘Sanskari Nagari’, that is, a ‘cultured city’. By and enormous, the guests agree. the town will so have made cultural traditions. And today’s Barodians have quite full and feverish cultural life throughout the year. The outstanding attribute regarding Baroda’s cultural life is that it's remarkably cosmopolitan. And whereas there area unit many totally different identities, everybody participates altogether activities. So, the culture of the town isn't simply history or heritage; it's dynamic, dynamic  and alive. Yes, Baroda is one in all India’s most cosmopolitan cities. because of the vision and broadmindedness of the Gaikwads, the next industry, the proliferation of educational activities and a strategically necessary geographical location, Baroda has welcome a good type of folks from everywhere Asian nation and additionally from everywhere the planet. The average Barodian is hospitable the planet and overflowing with welcome, because the history and growth of the town competently testify. If you would like to ascertain Baroda’s cultural enthusiasm, you ought to visit this town throughout any gala occasion Navratri, Diwali, Hindu deity Chaturthi, Id, New Year, Uttarayan, Holi, field fun fairs, etc. On any given day, some cultural activity or the opposite goes on within the town. genre and dance have their patrons, and then will the trendy stage and popular culture. The culture and therefore the traditions area unit each alive and being forever experimented with.",Baroda
